code	binomial	pubmed_count
elac	Enterococcus lactis	125
lke	Lactobacillus kefiranofaciens	125
rab	Rickettsia amblyommatis	125
xal	Xanthomonas albilineans	125
btu	Borrelia turicatae	124
eel	Eubacterium eligens	124
mbez	Moschus berezovskii	123
rmd	Rhopalosiphum maidis	123
nwi	Nitrobacter winogradskyi	123
pdip	Pantoea dispersa	123
pkr	Pseudomonas koreensis	123
salb	Streptomyces albidoflavus	123
pspa	Polyodon spathula	122
cli	Chlorobium limicola	122
mps	Melissococcus plutonius	122
bor	Bipolaris oryzae	121
asi	Actinobacillus suis	121
msb	Mycolicibacterium smegmatis	121
dsr	Drosophila serrata	120
lenr	Leishmania enriettii	120
amaz	Actinomadura madurae	120
aos	Actinomyces oris	119
gan	Gallibacterium anatis	119
nar	Novosphingobium aromaticivorans	119
ptol	Pseudomonas tolaasii	119
xtn	Xanthomonas translucens	119
dge	Deinococcus geothermalis	118
hhz	Haemophilus haemolyticus	118
mab	Mycobacteroides abscessus	118
scar	Staphylococcus caprae	118
ming	Macadamia integrifolia	117
rbb	Rhinopithecus bieti	117
mvn	Methanococcus vannielii	117
btm	Bacillus toyonensis	117
hsh	Helicobacter suis	117
sgl	Sodalis glossinidius	117
tmar	Tenacibaculum maritimum	117
cscu	Centruroides sculpturatus	116
lsr	Lonchura striata	116
bcac	Bacteroides caccae	116
lba	Leptotrichia buccalis	116
lbh	Lentilactobacillus buchneri	116
lkr	Leptospira kirschneri	116
ahl	Acinetobacter haemolyticus	115
ara	Rhizobium rhizogenes	115
csui	Chlamydia suis	115
krs	Kocuria rosea	115
pase	Candidatus Phytoplasma asteris	115
sbb	Shewanella baltica	115
mcal	Mus caroli	114
myi	Mizuhopecten yessoensis	114
abo	Alcanivorax borkumensis	113
bde	Bifidobacterium dentium	113
csc	Caldicellulosiruptor saccharolyticus	113
pga	Phaeobacter inhibens	113
zab	Zonotrichia albicollis	112
hpul	Helicobacter pullorum	112
lsg	Listeria seeligeri	112
mhe	Mycoplasma haemocanis	112
sall	Streptomyces noursei	112
dso	Dickeya solani	111
srh	Stenotrophomonas rhizophila	111
dpz	Daphnia pulicaria	110
mthb	Macaca thibetana	110
fpei	Fusobacterium periodonticum	110
lwe	Listeria welshimeri	110
pgol	Parabacteroides goldsteinii	110
pvd	Pseudomonas viridiflava	110
pcrs	Pseudorca crassidens	109
bac	Burkholderia ambifaria	109
fpla	Flavonifractor plautii	109
mcix	Melitaea cinxia	108
app	Candidatus Accumulibacter phosphatis	108
dpn	Dialister pneumosintes	108
tak	Thauera aromatica	108
ela	Eutypa lata	107
tpal	Thrips palmi	107
bhm	Bordetella holmesii	107
lfc	Leptospirillum ferrooxidans	107
spla	Streptomyces platensis	107
bjv	Bos javanicus	106
lel	Lodderomyces elongisporus	106
pale	Pteropus alecto	106
evn	Eubacterium ventriosum	106
fmo	Fusobacterium mortiferum	106
vqi	Vibrio qinghaiensis	106
hsyr	Hibiscus syriacus	105
hvi	Homalodisca vitripennis	105
pdic	Phyllostomus discolor	105
adh	Aeromonas dhakensis	105
aori	Amycolatopsis orientalis	105
nel	Neisseria elongata	105
rgv	Ruminococcus gauvreauii	105
srm	Salinibacter ruber	105
wch	Waddlia chondrophila	105
psex	Polypterus senegalus	104
seub	Saccharomyces eubayanus	104
aap	Aggregatibacter aphrophilus	104
camg	Corynebacterium ammoniagenes	104
pci	Pseudomonas cichorii	104
std	Streptococcus pseudopneumoniae	104
sclv	Styela clava	103
ead	Ensifer adhaerens	103
hms	Helicobacter mustelae	103
eus	Eutrema salsugineum	102
lkp	Lepidochelys kempii	102
bxy	Bacteroides xylanisolvens	102
pmon	Pseudomonas monteilii	102
prun	Planktothrix rubescens	102
sgu	Streptomyces glaucescens	102
ter	Trichodesmium erythraeum	102
vat	Veillonella atypica	102
dct	Dendrobium catenatum	101
pcub	Psilocybe cubensis	101
pfor	Poecilia formosa	101
ptex	Pseudonaja textilis	101
caf	Citrobacter amalonaticus	101
cmin	Corynebacterium minutissimum	101
lfi	Leptospirillum ferriphilum	101
ssz	Serratia symbiotica	101
stee	Streptomyces tendae	101
xpe	Xanthomonas perforans	101
mpha	Monomorium pharaonis	100
bmet	Bacillus methanolicus	100
eraf	Enterococcus raffinosus	100
mlw	Mycobacterium lentiflavum	100
pcq	Pseudomonas citronellolis	100
por	Pseudomonas oryzihabitans	100
ude	Ureaplasma diversum	100
cpla	Chiloscyllium plagiosum	99
lww	Leptonychotes weddellii	99
pmei	Poecilia mexicana	99
bste	Bacteroides stercoris	99
rpha	Rhizobium phaseoli	99
rsu	Rhodovulum sulfidophilum	99
sil	Ruegeria pomeroyi	99
gte	Geobacillus thermoleovorans	98
mnn	Moraxella nonliquefaciens	98
blac	Bremia lactucae	97
mci	Mesorhizobium ciceri	97
csab	Chlorocebus sabaeus	96
afd	Alistipes finegoldii	96
bbj	Borreliella burgdorferi	96
mfol	Microbacterium foliorum	96
pnt	Pseudomonas nitroreducens	96
sde	Saccharophagus degradans	96
cflo	Cornus florida	95
crb	Capsella rubella	95
egz	Egretta garzetta	95
opi	Ochotona princeps	95
otu	Onthophagus taurus	95
vcd	Vanessa cardui	95
memj	Metallosphaera sedula	95
neq	Nanoarchaeum equitans	95
afl	Anoxybacillus flavithermus	95
bcat	Bifidobacterium catenulatum	95
pmer	Parabacteroides merdae	95
rho	Roseburia hominis	95
tsh	Thermoanaerobacterium saccharolyticum	95
tsk	Treponema socranskii	95
mlr	Melampsora larici-populina	94
bpay	Bacillus paramycoides	94
fnn	Francisella noatunensis	94
lge	Leuconostoc gelidum	94
ptai	Pseudomonas taiwanensis	94
spav	Streptomyces parvulus	94
yin	Yersinia intermedia	94
mmiu	Micromys minutus	93
mnp	Mustela nigripes	93
mru	Methanobrevibacter ruminantium	93
mst	Methanosphaera stadtmanae	93
sls	Streptomyces lincolnensis	93
mbr	Monosiga brevicollis	92
mean	Mercurialis annua	92
bht	Bacillus halotolerans	92
mch	Methylorubrum extorquens	92
pdn	Prevotella denticola	92
sbg	Salmonella bongori	92
cmk	Callorhinchus milii	91
nte	Neurospora tetrasperma	91
mfv	Methanothermus fervidus	91
afn	Acidaminococcus fermentans	91
chyo	Campylobacter hyointestinalis	91
ckp	Corynebacterium kroppenstedtii	91
dts	Delftia tsuruhatensis	91
jlv	Janthinobacterium lividum	91
bman	Bombyx mandarina	90
cfo	Camponotus floridanus	90
ifu	Ictalurus furcatus	90
ton	Thermococcus onnurineus	90
csr	Clostridium saccharoperbutylacetonicum	90
ekb	Enterobacter kobei	90
msk	Mycoplasma suis	90
pcg	Pseudomonas corrugata	90
puv	Parachlamydia acanthamoebae	90
bcau	Brevibacterium casei	89
bprm	Butyrate-producing bacterium	89
bvr	Blastochloris viridis	89
cku	Corynebacterium kutscheri	89
mmo	Mycoplasma mobile	89
rmn	Ralstonia mannitolilytica	89
sng	Simkania negevensis	89
cglo	Cotesia glomerata	88
dmn	Drosophila miranda	88
pcot	Plasmodium coatneyi	88
tpre	Trichogramma pretiosum	88
pah	Porphyromonas asaccharolytica	88
pdab	Paramisgurnus dabryanus	87
pnap	Pieris napi	87
cja	Cellvibrio japonicus	87
cpoi	Curtobacterium flaccumfaciens	87
ncz	Neisseria cinerea	87
rak	Rickettsia akari	87
sscu	Mammaliicoccus sciuri	87
gta	Gordonia terrae	86
soi	Streptococcus cristatus	86
ttm	Thermoanaerobacterium thermosaccharolyticum	86
sre	Salpingoeca rosetta	85
vcrb	Vespa crabro	85
aeu	Actinobacillus equuli	85
fro	Faecalibaculum rodentium	85
kas	Kluyvera ascorbata	85
pba	Pseudomonas brassicacearum	85
ppau	Pediococcus parvulus	85
smui	Sphingobacterium multivorum	85
ssg	Selenomonas sputigena	85
sya	Sphingobium yanoikuyae	85
frs	Falco rusticolus	84
lht	Leptopilina heterotoma	84
olg	Osmia lignaria	84
pbrv	Petaurus breviceps	84
pmin	Patiria miniata	84
blus	Borrelia lusitaniae	84
mcq	Mycobacterium canettii	84
smoe	Solobacterium moorei	84
ssuc	Staphylococcus succinus	84
ttp	Thermochromatium tepidum	84
vfu	Vibrio furnissii	84
dpe	Drosophila persimilis	83
obi	Octopus bimaculoides	83
pots	Plecotus auritus	83
vum	Vigna umbellata	83
atu	Agrobacterium fabrum	83
eba	Aromatoleum aromaticum	83
osp	Odoribacter splanchnicus	83
pmae	Paenibacillus macerans	83
rqi	Rhodococcus qingshengii	83
svu	Streptomyces violaceoruber	83
chu	Cytophaga hutchinsonii	82
dpm	Dolosigranulum pigrum	82
lgz	Listeria grayi	82
scb	Streptomyces scabiei	82
trz	Treponema vincentii	82
vta	Vibrio tapetis	82
xbo	Xenorhabdus bovienii	82
dsh	Dinoroseobacter shibae	81
mod	Myroides odoratimimus	81
msch	Mucispirillum schaedleri	81
nfl	Nostoc flagelliforme	81
pcai	Pasteurella canis	81
psol	Candidatus Phytoplasma solani	81
pgut	Pantherophis guttatus	80
cmai	Cobetia marina	80
mwe	Mycoplasma wenyonii	80
pff	Pseudomonas simiae	80
rfc	Roseburia faecis	80
srz	Serratia rubidaea	80
crq	Caenorhabditis remanei	79
nto	Nicotiana tomentosiformis	79
vcan	Venturia canescens	79
hhi	Haloarcula hispanica	79
mmg	Methanothermobacter marburgensis	79
ace	Acidothermus cellulolyticus	79
bprl	Anaerostipes hadrus	79
lcn	Leuconostoc carnosum	79
mhua	Mesorhizobium huakuii	79
parh	Priestia aryabhattai	79
plul	Pseudomonas luteola	79
sgai	Staphylococcus gallinarum	79
sof	Serratia odorifera	79
ccog	Conger conger	78
crid	Chroicocephalus ridibundus	78
mnt	Morus notabilis	78
mree	Muntiacus reevesi	78
pbar	Pogonomyrmex barbatus	78
pcl	Pyrobaculum calidifontis	78
aput	Alistipes putredinis	78
bez	Bartonella elizabethae	78
liq	Lactobacillus intestinalis	78
nda	Nocardiopsis dassonvillei	78
pml	Candidatus Phytoplasma mali	78
spas	Staphylococcus pasteuri	78
dmer	Dipodomys merriami	77
nfi	Aspergillus fischeri	77
ocla	Oncorhynchus clarkii	77
vko	Varanus komodoensis	77
cck	Clostridium carboxidivorans	77
mbl	Moraxella bovoculi	77
sect	Secondary endosymbiont	77
sif	Streptococcus infantarius	77
smd	Sinorhizobium medicae	77
phas	Phyllostomus hastatus	76
cceu	Cellulosimicrobium cellulans	76
cgra	Campylobacter gracilis	76
chy	Carboxydothermus hydrogenoformans	76
cspf	Campylobacter sputorum	76
dzc	Dickeya zeae	76
pay	Photorhabdus asymbiotica	76
slc	Streptomyces lydicus	76
emac	Eleginops maclovinus	75
epa	Exaiptasia diaphana	75
hsy	Hydractinia symbiolongicarpus	75
loc	Lepisosteus oculatus	75
pcin	Prosopis cineraria	75
ssyn	Symphalangus syndactylus	75
bcal	Bacillus caldolyticus	75
bcee	Brucella ceti	75
bto	Bibersteinia trehalosi	75
sgal	Streptomyces galilaeus	75
gja	Gekko japonicus	74
mlk	Mustela lutreola	74
msyl	Malus sylvestris	74
elb	Elizabethkingia miricola	74
dcar	Daphnia carinata	73
fvn	Fusarium venenatum	73
more	Marasmius oreades	73
bvm	Bacillus vallismortis	73
cgle	Chryseobacterium gleum	73
npf	Neisseria perflava	73
pmol	Pseudomonas mosselii	73
salv	Snodgrassella alvi	73
seri	Spiroplasma eriocheiris	73
stp	Salinispora tropica	73
xph	Xanthomonas phaseoli	73
bdw	Babesia duncani	72
dlt	Diospyros lotus	72
hai	Hipposideros armiger	72
lmat	Leishmania martiniquensis	72
ttn	Thermoproteus tenax	72
ajd	Aeromonas jandaei	72
bcoc	Blautia producta	72
bwx	Blautia wexlerae	72
esr	Eubacterium siraeum	72
mfb	Myxococcus fulvus	72
nfv	Neisseria flavescens	72
pamy	Paenibacillus amylolyticus	72
yfr	Yersinia frederiksenii	72
mmma	Marmota marmota	71
peq	Phalaenopsis equestris	71
adt	Achromobacter denitrificans	71
bane	Borrelia anserina	71
beg	Bacteroides eggerthii	71
bhz	Bordetella hinzii	71
bmyc	Bacillus pseudomycoides	71
pman	Pseudomonas mandelii	71
sarl	Staphylococcus arlettae	71
pbrs	Plasmodium brasilianum	70
bcw	Borrelia crocidurae	70
btp	Bifidobacterium thermophilum	70
dpg	Desulfovibrio piger	70
ecls	Enterobacter roggenkampii	70
lhk	Laribacter hongkongensis	70
lmur	Ligilactobacillus murinus	70
sfr	Shewanella frigidimarina	70
sova	Sporomusa ovata	70
svb	Streptococcus vestibularis	70
tbo	Thermoanaerobacter brockii	70
tcu	Thermomonospora curvata	70
tsc	Thermus scotoductus	70
yki	Yersinia kristensenii	70
ffc	Fusarium falciforme	69
nni	Nipponia nippon	69
pbi	Python bivittatus	69
pmur	Protobothrops mucrosquamatus	69
ppl	Postia placenta	69
sko	Saccoglossus kowalevskii	69
cfl	Cellulomonas flavigena	69
cmj	Cronobacter malonaticus	69
cps	Colwellia psychrerythraea	69
hha	Halorhodospira halophila	69
pver	Paracoccus versutus	69
xve	Xanthomonas vesicatoria	69
nvs	Neogale vison	68
bson	Bacillus sonorensis	68
ctub	Corynebacterium tuberculostearicum	68
lku	Apilactobacillus kunkeei	68
moy	Microbacterium oxydans	68
psa	Stutzerimonas stutzeri	68
smei	Spiroplasma melliferum	68
vaes	Vibrio aestuarianus	68
pgig	Pteropus vampyrus	67
vja	Varroa jacobsoni	67
hwa	Haloquadratum walsbyi	67
ams	Actinoplanes missouriensis	67
bchs	Brevibacillus choshinensis	67
mcu	Mobiluncus curtisii	67
psts	Plautia stali	67
rre	Rickettsia rhipicephali	67
scha	Streptomyces chartreusis	67
tmed	Treponema medium	67
mrr	Moniliophthora roreri	66
agu	Acinetobacter guillouiae	66
btr	Bartonella tribocorum	66
cmat	Corynebacterium matruchotii	66
nri	Neorickettsia risticii	66
pfv	Pseudomonas fulva	66
pmab	Pseudomonas marginalis	66
wvr	Weissella viridescens	66
fph	Francisella philomiragia	65
haeg	Haemophilus aegyptius	65
mmn	Candidatus Midichloria mitochondrii	65
mvag	Microcoleus vaginatus	65
net	Nitrosomonas eutropha	65
rba	Rhodopirellula baltica	65
rby	Rhodococcus pyridinivorans	65
rmuc	Roseomonas mucosa	65
salw	Streptomyces alboniger	65
lmut	Lagopus muta	64
pwe	Pyrococcus woesei	64
bdu	Borrelia duttonii	64
bvc	Brevundimonas vesicularis	64
cbv	Clostridium baratii	64
esi	Exiguobacterium sibiricum	64
fvg	Fannyhessea vaginae	64
lae	Lactobacillus acetotolerans	64
rde	Roseobacter denitrificans	64
rpln	Klebsiella planticola	64
bpec	Boleophthalmus pectinirostris	63
ccw	Corvus cornix	63
cfj	Colletotrichum fioriniae	63
ecad	Erigeron canadensis	63
mpp	Micromonas pusilla	63
oti	Ornithodoros turicata	63
pfj	Pseudocercospora fijiensis	63
sla	Serpula lacrymans	63
slud	Saccharomycodes ludwigii	63
sol	Saccharolobus solfataricus	63
apre	Actinosynnema pretiosum	63
cwa	Crocosphaera watsonii	63
pazo	Pseudomonas azotoformans	63
pbra	Pectobacterium brasiliense	63
snq	Streptomyces nodosus	63
spri	Streptomyces pristinaespiralis	63
vtu	Vibrio tubiashii	63
alig	Actinobacillus lignieresii	62
asg	Actinotignum schaalii	62
cti	Cupriavidus taiwanensis	62
lst	Leptospira santarosai	62
pdm	Pediococcus damnosus	62
phau	Proteus hauseri	62
smn	Streptococcus macedonicus	62
sxm	Shewanella xiamenensis	62
cpun	Chiloscyllium punctatum	61
cput	Coniophora puteana	61
dvt	Daktulosphaira vitifoliae	61
fch	Falco cherrug	61
game	Grus americana	61
gfr	Geospiza fortis	61
mrv	Mauremys reevesii	61
amed	Aeromonas media	61
avz	Acinetobacter venetianus	61
bpyr	Burkholderia pyrrocinia	61
eame	Ewingella americana	61
gog	Gemmata obscuriglobus	61
mvs	Moritella viscosa	61
spac	Streptomyces pactum	61
gcl	Gymnogyps californianus	60
oot	Oratosquilla oratoria	60
pkl	Pipistrellus kuhlii	60
acac	Anaerostipes caccae	60
ato	Acetobacter tropicalis	60
bbor	Brevibacillus borstelensis	60
gav	Gordonia alkanivorans	60
gth	Parageobacillus thermoglucosidasius	60
lxx	Leifsonia xyli	60
pary	Muribaculum intestinale	60
seig	Slackia exigua	60
smeo	Silurus meridionalis	59
tfn	Trachypithecus francoisi	59
aeq	Adlercreutzia equolifaciens	59
ebg	Enterobacter bugandensis	59
hna	Halothiobacillus neapolitanus	59
mog	Methylobacterium organophilum	59
paa	Prosthecochloris aestuarii	59
phis	Prevotella histicola	59
wbr	Wigglesworthia glossinidia	59
fcy	Fragilariopsis cylindrus	58
mdl	Microplitis demolitor	58
oda	Oryx dammah	58
apak	Aeribacillus pallidus	58
bag	Heyndrickxia coagulans	58
gbr	Gordonia bronchialis	58
kvl	Ketogulonicigenium vulgare	58
ptu	Pseudoalteromonas tunicata	58
raj	Rothia aeria	58
rmo	Rickettsia montanensis	58
senp	Serratia entomophila	58
slu	Streptococcus lutetiensis	58
tpul	Tsukamurella pulmonis	58
parx	Phalacrocorax aristotelis	57
res	Rhopilema esculentum	57
bgr	Bartonella grahamii	57
cmiu	Christensenella minuta	57
kco	Kosakonia cowanii	57
sdeo	Shewanella decolorationis	57
sspb	Streptomyces spectabilis	57
xfr	Xanthomonas fragariae	57
zga	Zobellia galactanivorans	57
ccin	Cephus cinctus	56
hasi	Haliotis asinina	56
prei	Plasmodium reichenowi	56
zne	Zootermopsis nevadensis	56
bis	Bacteroides intestinalis	56
chw	Campylobacter hepaticus	56
dlo	Dorea longicatena	56
dth	Dictyoglomus thermophilum	56
ecan	Enterobacter cancerogenus	56
gru	Gordonia rubripertincta	56
nmu	Nitrosospira multiformis	56
rva	Rhodomicrobium vannielii	56
saq	Salinispora arenicola	56
vfv	Vagococcus fluvialis	56
camb	Carcharhinus amblyrhynchos	55
cbor	Calonectris borealis	55
etf	Echinops telfairi	55
hoc	Hemiscyllium ocellatum	55
qlo	Quercus lobata	55
sspl	Salvia splendens	55
ash	Alistipes shahii	55
bpan	Bacillus paranthracis	55
cfe	Chlamydia felis	55
cpot	Citrobacter portucalensis	55
csom	Cetobacterium somerae	55
erp	Erwinia rhapontici	55
gap	Gilliamella apicola	55
hpaa	Haemophilus parahaemolyticus	55
mrd	Methylobacterium radiotolerans	55
svd	Streptomyces viridosporus	55
sws	Sutterella wadsworthensis	55
fkr	Fusarium keratoplasticum	54
stoz	Scyliorhinus torazame	54
iho	Ignicoccus hospitalis	54
mbu	Methanococcoides burtonii	54
bpb	Butyrivibrio proteoclasticus	54
ceu	Clostridium estertheticum	54
kcy	Kluyvera cryocrescens	54
lsn	Fructilactobacillus sanfranciscensis	54
wcn	Wohlfahrtiimonas chitiniclastica	54
hhv	Hyaena hyaena	53
nnt	Nestor notabilis	53
spaa	Spathaspora passalidarum	53
aug	Acinetobacter ursingii	53
bstl	Burkholderia stabilis	53
gpo	Gordonia polyisoprenivorans	53
lpw	Lactobacillus paragasseri	53
mrb	Meiothermus ruber	53
ptae	Pseudomonas taetrolens	53
rau	Rickettsia australis	53
swo	Syntrophomonas wolfei	53
vdb	Vibrio diabolicus	53
xga	Xanthomonas hortorum	53
cbri	Culicoides brevitarsis	52
cobs	Cardiocondyla obscurior	52
dord	Dipodomys ordii	52
epz	Equus przewalskii	52
mflo	Miscanthus floridulus	52
pfll	Ptychodera flava	52
pfuc	Polistes fuscatus	52
mcj	Methanothrix soehngenii	52
bcel	Bacteroides cellulosilyticus	52
fbs	Firmicutes bacterium	52
gfa	Gluconobacter frateurii	52
kvr	Kocuria varians	52
msu	Mannheimia succiniciproducens	52
nde	Nitrospira defluvii	52
pfac	Phascolarctobacterium faecium	52
rase	Rickettsia asembonensis	52
rce	Rhodospirillum centenum	52
rob	Blautia obeum	52
rtg	Klebsiella terrigena	52
sacy	Streptococcus alactolyticus	52
smul	Sulfurospirillum multivorans	52
sth	Symbiobacterium thermophilum	52
tnp	Thermotoga petrophila	52
bpas	Bombus pascuorum	51
asr	Aeromonas schubertii	51
bagr	Brevibacillus agri	51
hbi	Helicobacter bizzozeronii	51
lxn	Lysinibacillus xylanilyticus	51
ppk	Pandoraea pnomenusa	51
ril	Romboutsia ilealis	51
rin	Ralstonia insidiosa	51
cdeu	Cryptococcus deuterogattii	50
oga	Otolemur garnettii	50
pchn	Penaeus chinensis	50
ppot	Papilio polytes	50
prob	Phodopus roborovskii	50
tce	Thermococcus celer	50
bpy	Paraburkholderia phytofirmans	50
mfun	Megamonas funiformis	50
mmes	Methylobacterium mesophilicum	50
mov	Mycoplasma ovis	50
ols	Olsenella uli	50
plq	Pseudomonas lundensis	50
plz	Pseudoalteromonas luteoviolacea	50
svl	Streptomyces violaceusniger	50
tsg	Turicibacter sanguinis	50
emq	Emydura macquarii	49
hro	Helobdella robusta	49
bsm	Bacillus smithii	49
cmf	Corynebacterium macginleyi	49
geg	Granulicatella elegans	49
hhj	Hungatella hathewayi	49
pdy	Paenibacillus dendritiformis	49
pthi	Paenibacillus thiaminolyticus	49
pvc	Providencia vermicola	49
sanl	Streptomyces anulatus	49
saul	Staphylococcus auricularis	49
sdp	Staphylococcus delphini	49
ska	Streptomyces kanamyceticus	49
slo	Shewanella loihica	49
svi	Saccharomonospora viridis	49
svo	Shewanella violacea	49
dsp	Dipodomys spectabilis	48
mave	Muscardinus avellanarius	48
nle	Nomascus leucogenys	48
rhii	Rhinolophus hipposideros	48
sdm	Stegodyphus dumicola	48
amq	Amycolatopsis methanolica	48
aok	Alistipes onderdonkii	48
byu	Bradyrhizobium yuanmingense	48
cprp	Corynebacterium propinquum	48
cwe	Citrobacter werkmanii	48
dfm	Dorea formicigenerans	48
mme	Marinomonas mediterranea	48
mmt	Methylomonas methanica	48
pcoi	Segatella copri	48
pwp	Paulownia witches'-broom	48
rgo	Rhodococcus globerulus	48
sci	Streptomyces collinus	48
scoe	Streptomyces coeruleorubidus	48
tki	Thermoanaerobacter kivui	48
vsa	Aliivibrio salmonicida	48
btax	Budorcas taxicolor	47
ggn	Gavialis gangeticus	47
lgi	Lottia gigantea	47
oep	Osmerus eperlanus	47
tfd	Tachysurus fulvidraco	47
tmn	Phaeoacremonium minimum	47
asj	Acinetobacter schindleri	47
bit	Bacillus spizizenii	47
cacc	Corynebacterium accolens	47
ceq	Coxiella-like endosymbiont	47
cev	Coprococcus eutactus	47
cpau	Cupriavidus pauculus	47
eace	Exiguobacterium acetylicum	47
hch	Hahella chejuensis	47
kre	Komagataeibacter rhaeticus	47
mchl	Micromonospora chalcea	47
pfb	Pseudomonas synxantha	47
sixo	Spiroplasma ixodetis	47
dpp	Dictyostelium purpureum	46
hrj	Haliotis rubra	46
npr	Nanorana parkeri	46
lgl	Lactobacillus gallinarum	46
oih	Oceanobacillus iheyensis	46
saco	Streptococcus acidominimus	46
sacz	Stenotrophomonas acidaminiphila	46
sbh	Streptomyces bingchenggensis	46
spet	Staphylococcus pettenkoferi	46
tped	Treponema pedis	46
ttu	Teredinibacter turnerae	46
efor	Euwallacea fornicatus	45
fex	Formica exsecta	45
opg	Oculina patagonica	45
mbg	Methanoculleus bourgensis	45
